Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/defensive_proposed_s20s21_nenv32/runs/defensive_proposed_ppo_s20/tensorboard/proposed_ppo_s20_1
-----------------------------------------
| curriculum/                |          |
|    jerk                    | 0.651       |
|    lane_deviation          | 0.367       |
|    max_lane_deviation      | 0.985       |
|    mean_speed_kmh          | 0.922       |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.147       |
|    shaped_reward           | -152        |
|    steering_variation      | 0.838       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 600         |
|    ep_rew_mean             | -113        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 786         |
|    iterations              | 3           |
|    time_elapsed            | 124         |
|    total_timesteps         | 98304       |
| train/                     |             |
|    approx_kl               | 0.007123771 |
|    clip_fraction           | 0.0926      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.78       |
|    explained_variance      | 0.0816      |
|    learning_rate           | 0.0003      |
|    loss                    | 0.234       |
|    n_updates               | 20          |
|    policy_gradient_loss    | -0.00524    |
|    std                     | 0.971       |
|    value_loss              | 0.933       |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.1         |
|    window_route_completion | 0.168       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.722       |
|    base_reward             | -1.56       |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 503         |
|    jerk                    | 0.596       |
|    lane_deviation          | 0.289       |
|    max_lane_deviation      | 1.03        |
|    mean_speed_kmh          | 1.15        |
|    min_ttc                 | nan         |
|    out_of_road             | 1           |
|    route_completion        | 0.155       |
|    shaped_reward           | -277        |
|    steering_variation      | 0.785       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 588         |
|    ep_rew_mean             | -136        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 764         |
|    iterations              | 4           |
|    time_elapsed            | 171         |
|    total_timesteps         | 131072      |
| train/                     |             |
|    approx_kl               | 0.006583449 |
|    clip_fraction           | 0.0595      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.76       |
|    explained_variance      | 0.53        |
|    learning_rate           | 0.0003      |
|    loss                    | 0.3         |
|    n_updates               | 30          |
|    policy_gradient_loss    | -0.00283    |
|    std                     | 0.959       |
|    value_loss              | 1.27        |
--------------------------------------------
---------------------------------------------
| curriculum/                |              |
|    stage                   | 0            |
|    window_cost             | 0            |
|    window_route_completion | 0.208        |
|    window_success          | 0            |
| paper/                     |              |
|    accel_variation         | 0.742        |
|    base_reward             | 16.9         |
|    collision               | 0            |
|    crash_object            | 0            |
|    crash_vehicle           | 0            |
|    episode_cost            | 0            |
|    episode_length          | 600          |
|    jerk                    | 0.593        |
|    lane_deviation          | 0.0711       |
|    max_lane_deviation      | 0.207        |
|    mean_speed_kmh          | 1.3          |
|    min_ttc                 | nan          |
|    out_of_road             | 0            |
|    route_completion        | 0.232        |
|    shaped_reward           | -67          |
|    steering_variation      | 0.785        |
|    success                 | 0            |
|    ttc_risk                | 0            |
| rollout/                   |              |
|    ep_len_mean             | 583          |
|    ep_rew_mean             | -150         |
|    success_rate            | 0            |
| time/                      |              |
|    fps                     | 725          |
|    iterations              | 5            |
|    time_elapsed            | 225          |
|    total_timesteps         | 163840       |
| train/                     |              |
|    approx_kl               | 0.0039133523 |
|    clip_fraction           | 0.0277       |
|    clip_range              | 0.2          |
|    entropy_loss            | -2.75        |
|    explained_variance      | 0.38         |
|    learning_rate           | 0.0003       |
|    loss                    | 24.7         |
|    n_updates               | 40           |
|    policy_gradient_loss    | -0.00164     |
|    std                     | 0.957        |
|    value_loss              | 38.4         |
---------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.533       |
|    window_route_completion | 0.203       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.675       |
|    base_reward             | 1.61        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 535         |
|    jerk                    | 0.589       |
|    lane_deviation          | 0.414       |
|    max_lane_deviation      | 1.04        |
|    mean_speed_kmh          | 1.6         |
|    min_ttc                 | nan         |
|    out_of_road             | 1           |
|    route_completion        | 0.196       |
|    shaped_reward           | -286        |
|    steering_variation      | 0.782       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 537         |
|    ep_rew_mean             | -163        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 703         |
|    iterations              | 6           |
|    time_elapsed            | 279         |
|    total_timesteps         | 196608      |
| train/                     |             |
|    approx_kl               | 0.004736471 |
|    clip_fraction           | 0.0485      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.74       |
|    explained_variance      | 0.698       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.4         |
|    n_updates               | 50          |
|    policy_gradient_loss    | -0.00153    |
|    std                     | 0.945       |
|    value_loss              | 18.6        |
--------------------------------------------
---------------------------------------------
| curriculum/                |              |
|    stage                   | 0            |
|    window_cost             | 0.133        |
|    window_route_completion | 0.218        |
|    window_success          | 0            |
| paper/                     |              |
|    accel_variation         | 0.726        |
|    base_reward             | 14.9         |
|    collision               | 0            |
|    crash_object            | 0            |
|    crash_vehicle           | 0            |
|    episode_cost            | 0            |
|    episode_length          | 600          |
|    jerk                    | 0.574        |
|    lane_deviation          | 0.284        |
|    max_lane_deviation      | 0.793        |
|    mean_speed_kmh          | 1.4          |
|    min_ttc                 | nan          |
|    out_of_road             | 0            |
|    route_completion        | 0.236        |
|    shaped_reward           | -99.4        |
|    steering_variation      | 0.777        |
|    success                 | 0            |
|    ttc_risk                | 0            |
| rollout/                   |              |
|    ep_len_mean             | 529          |
|    ep_rew_mean             | -178         |
|    success_rate            | 0            |
| time/                      |              |
|    fps                     | 698          |
|    iterations              | 7            |
|    time_elapsed            | 328          |
|    total_timesteps         | 229376       |
| train/                     |              |
|    approx_kl               | 0.0030493396 |
|    clip_fraction           | 0.0391       |
|    clip_range              | 0.2          |
|    entropy_loss            | -2.73        |
|    explained_variance      | 0.6          |
|    learning_rate           | 0.0003       |
|    loss                    | 35.1         |
|    n_updates               | 60           |
|    policy_gradient_loss    | -0.00308     |
|    std                     | 0.95         |
|    value_loss              | 74.9         |
---------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 0          |
|    window_cost             | 0.0333     |
|    window_route_completion | 0.259      |
|    window_success          | 0          |
| paper/                     |            |
|    accel_variation         | 0.716      |
|    base_reward             | 19.1       |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 600        |
|    jerk                    | 0.563      |
|    lane_deviation          | 0.196      |
|    max_lane_deviation      | 0.996      |
|    mean_speed_kmh          | 1.62       |
|    min_ttc                 | nan        |
|    out_of_road             | 0          |
|    route_completion        | 0.26       |
|    shaped_reward           | -84.6      |
|    steering_variation      | 0.793      |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 574        |
|    ep_rew_mean             | -147       |
|    success_rate            | 0          |
| time/                      |            |
|    fps                     | 690        |
|    iterations              | 8          |
|    time_elapsed            | 379        |
|    total_timesteps         | 262144     |
| train/                     |            |
|    approx_kl               | 0.01031786 |
|    clip_fraction           | 0.0828     |
|    clip_range              | 0.2        |
|    entropy_loss            | -2.74      |
|    explained_variance      | 0.886      |
|    learning_rate           | 0.0003     |
|    loss                    | 15.8       |
|    n_updates               | 70         |
|    policy_gradient_loss    | -0.00234   |
|    std                     | 0.952      |
|    value_loss              | 29.6       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.324       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.712       |
|    base_reward             | 20.9        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.551       |
|    lane_deviation          | 0.249       |
|    max_lane_deviation      | 0.504       |
|    mean_speed_kmh          | 1.88        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.338       |
|    shaped_reward           | -69.5       |
|    steering_variation      | 0.789       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 594         |
|    ep_rew_mean             | -133        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 685         |
|    iterations              | 9           |
|    time_elapsed            | 430         |
|    total_timesteps         | 294912      |
| train/                     |             |
|    approx_kl               | 0.020446112 |
|    clip_fraction           | 0.121       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.72       |
|    explained_variance      | 0.904       |
|    learning_rate           | 0.0003      |
|    loss                    | 6.55        |
|    n_updates               | 80          |
|    policy_gradient_loss    | -1.95e-05   |
|    std                     | 0.939       |
|    value_loss              | 13          |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.298       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.665       |
|    base_reward             | 26.8        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.55        |
|    lane_deviation          | 0.13        |
|    max_lane_deviation      | 0.314       |
|    mean_speed_kmh          | 1.92        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.293       |
|    shaped_reward           | -47.1       |
|    steering_variation      | 0.743       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 592         |
|    ep_rew_mean             | -135        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 668         |
|    iterations              | 10          |
|    time_elapsed            | 490         |
|    total_timesteps         | 327680      |
| train/                     |             |
|    approx_kl               | 0.007805827 |
|    clip_fraction           | 0.0873      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.67       |
|    explained_variance      | 0.87        |
|    learning_rate           | 0.0003      |
|    loss                    | 5.67        |
|    n_updates               | 90          |
|    policy_gradient_loss    | -0.00244    |
|    std                     | 0.912       |
|    value_loss              | 13.5        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.41        |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.659       |
|    base_reward             | 23.5        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.522       |
|    lane_deviation          | 0.398       |
|    max_lane_deviation      | 0.844       |
|    mean_speed_kmh          | 2.44        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.419       |
|    shaped_reward           | -91.6       |
|    steering_variation      | 0.745       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 593         |
|    ep_rew_mean             | -106        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 663         |
|    iterations              | 11          |
|    time_elapsed            | 542         |
|    total_timesteps         | 360448      |
| train/                     |             |
|    approx_kl               | 0.012936324 |
|    clip_fraction           | 0.12        |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.63       |
|    explained_variance      | 0.925       |
|    learning_rate           | 0.0003      |
|    loss                    | 2.68        |
|    n_updates               | 100         |
|    policy_gradient_loss    | -0.00648    |
|    std                     | 0.894       |
|    value_loss              | 13.1        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.507       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.574       |
|    base_reward             | 42.2        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.497       |
|    lane_deviation          | 0.178       |
|    max_lane_deviation      | 0.591       |
|    mean_speed_kmh          | 3.11        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.485       |
|    shaped_reward           | -19.7       |
|    steering_variation      | 0.762       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 600         |
|    ep_rew_mean             | -62.3       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 655         |
|    iterations              | 12          |
|    time_elapsed            | 600         |
|    total_timesteps         | 393216      |
| train/                     |             |
|    approx_kl               | 0.012860576 |
|    clip_fraction           | 0.173       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.56       |
|    explained_variance      | 0.855       |
|    learning_rate           | 0.0003      |
|    loss                    | 4.02        |
|    n_updates               | 110         |
|    policy_gradient_loss    | -0.00706    |
|    std                     | 0.864       |
|    value_loss              | 11.9        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 1           |
|    window_cost             | 0           |
|    window_route_completion | 0.651       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.504       |
|    base_reward             | 99.1        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 734         |
|    jerk                    | 0.419       |
|    lane_deviation          | 0.116       |
|    max_lane_deviation      | 0.49        |
|    mean_speed_kmh          | 4.35        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.949       |
|    shaped_reward           | 96.2        |
|    steering_variation      | 0.709       |
|    success                 | 1           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 598         |
|    ep_rew_mean             | -24.5       |
|    success_rate            | 0.02        |
| time/                      |             |
|    fps                     | 644         |
|    iterations              | 13          |
|    time_elapsed            | 660         |
|    total_timesteps         | 425984      |
| train/                     |             |
|    approx_kl               | 0.019759899 |
|    clip_fraction           | 0.216       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.46       |
|    explained_variance      | 0.658       |
|    learning_rate           | 0.0003      |
|    loss                    | 2.13        |
|    n_updates               | 120         |
|    policy_gradient_loss    | -0.00859    |
|    std                     | 0.825       |
|    value_loss              | 5.34        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0           |
|    window_route_completion | 0.894       |
|    window_success          | 0.567       |
| paper/                     |             |
|    accel_variation         | 0.466       |
|    base_reward             | 131         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.403       |
|    lane_deviation          | 0.235       |
|    max_lane_deviation      | 0.828       |
|    mean_speed_kmh          | 6.08        |
|    min_ttc                 | 24.7        |
|    out_of_road             | 0           |
|    route_completion        | 0.283       |
|    shaped_reward           | -4.29       |
|    steering_variation      | 0.68        |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 648         |
|    ep_rew_mean             | 8.68        |
|    success_rate            | 0.19        |
| time/                      |             |
|    fps                     | 627         |
|    iterations              | 14          |
|    time_elapsed            | 731         |
|    total_timesteps         | 458752      |
| train/                     |             |
|    approx_kl               | 0.017819822 |
|    clip_fraction           | 0.244       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.36       |
|    explained_variance      | 0.275       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.25        |
|    n_updates               | 130         |
|    policy_gradient_loss    | -0.00393    |
|    std                     | 0.78        |
|    value_loss              | 10.6        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0           |
|    window_route_completion | 0.396       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.454       |
|    base_reward             | 146         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.377       |
|    lane_deviation          | 0.134       |
|    max_lane_deviation      | 0.671       |
|    mean_speed_kmh          | 6           |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.235       |
|    shaped_reward           | 34.6        |
|    steering_variation      | 0.704       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 780         |
|    ep_rew_mean             | 14.6        |
|    success_rate            | 0.19        |
| time/                      |             |
|    fps                     | 592         |
|    iterations              | 15          |
|    time_elapsed            | 828         |
|    total_timesteps         | 491520      |
| train/                     |             |
|    approx_kl               | 0.015915845 |
|    clip_fraction           | 0.166       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.29       |
|    explained_variance      | 0.113       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.86        |
|    n_updates               | 140         |
|    policy_gradient_loss    | -0.00132    |
|    std                     | 0.753       |
|    value_loss              | 18.8        |
--------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.267      |
|    window_route_completion | 0.277      |
|    window_success          | 0          |
| paper/                     |            |
|    accel_variation         | 0.451      |
|    base_reward             | 183        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.361      |
|    lane_deviation          | 0.216      |
|    max_lane_deviation      | 0.686      |
|    mean_speed_kmh          | 8.49       |
|    min_ttc                 | 38         |
|    out_of_road             | 0          |
|    route_completion        | 0.397      |
|    shaped_reward           | 49.1       |
|    steering_variation      | 0.627      |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 881        |
|    ep_rew_mean             | -17.1      |
|    success_rate            | 0.16       |
| time/                      |            |
|    fps                     | 590        |
|    iterations              | 16         |
|    time_elapsed            | 887        |
|    total_timesteps         | 524288     |
| train/                     |            |
|    approx_kl               | 0.01791342 |
|    clip_fraction           | 0.185      |
|    clip_range              | 0.2        |
|    entropy_loss            | -2.21      |
|    explained_variance      | 0.705      |
|    learning_rate           | 0.0003     |
|    loss                    | 0.947      |
|    n_updates               | 150        |
|    policy_gradient_loss    | -0.00203   |
|    std                     | 0.724      |
|    value_loss              | 5.61       |
-------------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 2          |
|    window_cost             | 0.167      |
|    window_route_completion | 0.371      |
|    window_success          | 0          |
| paper/                     |            |
|    accel_variation         | 0.435      |
|    base_reward             | 196        |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 1000       |
|    jerk                    | 0.361      |
|    lane_deviation          | 0.287      |
|    max_lane_deviation      | 0.971      |
|    mean_speed_kmh          | 9.34       |
|    min_ttc                 | 16         |
|    out_of_road             | 0          |
|    route_completion        | 0.304      |
|    shaped_reward           | 13.9       |
|    steering_variation      | 0.661      |
|    success                 | 0          |
|    ttc_risk                | 0          |
| rollout/                   |            |
|    ep_len_mean             | 922        |
|    ep_rew_mean             | -49.5      |
|    success_rate            | 0          |
| time/                      |            |
|    fps                     | 596        |
|    iterations              | 17         |
|    time_elapsed            | 933        |
|    total_timesteps         | 557056     |
| train/                     |            |
|    approx_kl               | 0.03604106 |
|    clip_fraction           | 0.183      |
|    clip_range              | 0.2        |
|    entropy_loss            | -2.17      |
|    explained_variance      | 0.34       |
|    learning_rate           | 0.0003     |
|    loss                    | 23.7       |
|    n_updates               | 160        |
|    policy_gradient_loss    | 0.00224    |
|    std                     | 0.713      |
|    value_loss              | 44.5       |
-------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.43        |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.43        |
|    base_reward             | 197         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.358       |
|    lane_deviation          | 0.232       |
|    max_lane_deviation      | 0.854       |
|    mean_speed_kmh          | 9.22        |
|    min_ttc                 | 16.7        |
|    out_of_road             | 0           |
|    route_completion        | 0.37        |
|    shaped_reward           | 53.5        |
|    steering_variation      | 0.637       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 911         |
|    ep_rew_mean             | -55.8       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 603         |
|    iterations              | 18          |
|    time_elapsed            | 977         |
|    total_timesteps         | 589824      |
| train/                     |             |
|    approx_kl               | 0.010261662 |
|    clip_fraction           | 0.127       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.14       |
|    explained_variance      | 0.625       |
|    learning_rate           | 0.0003      |
|    loss                    | 15.4        |
|    n_updates               | 170         |
|    policy_gradient_loss    | 0.000294    |
|    std                     | 0.7         |
|    value_loss              | 41.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.453       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.419       |
|    base_reward             | 151         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.372       |
|    lane_deviation          | 0.28        |
|    max_lane_deviation      | 0.974       |
|    mean_speed_kmh          | 7.98        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.395       |
|    shaped_reward           | 5.99        |
|    steering_variation      | 0.659       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 954         |
|    ep_rew_mean             | -50.8       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 608         |
|    iterations              | 19          |
|    time_elapsed            | 1023        |
|    total_timesteps         | 622592      |
| train/                     |             |
|    approx_kl               | 0.028147366 |
|    clip_fraction           | 0.221       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.09       |
|    explained_variance      | 0.819       |
|    learning_rate           | 0.0003      |
|    loss                    | 6.37        |
|    n_updates               | 180         |
|    policy_gradient_loss    | 0.00475     |
|    std                     | 0.681       |
|    value_loss              | 28.1        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.531       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.413       |
|    base_reward             | 217         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.351       |
|    lane_deviation          | 0.312       |
|    max_lane_deviation      | 1.61        |
|    mean_speed_kmh          | 11.5        |
|    min_ttc                 | 12.1        |
|    out_of_road             | 0           |
|    route_completion        | 0.542       |
|    shaped_reward           | 19.5        |
|    steering_variation      | 0.608       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 965         |
|    ep_rew_mean             | -37.3       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 614         |
|    iterations              | 20          |
|    time_elapsed            | 1065        |
|    total_timesteps         | 655360      |
| train/                     |             |
|    approx_kl               | 0.011197698 |
|    clip_fraction           | 0.176       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.03       |
|    explained_variance      | 0.74        |
|    learning_rate           | 0.0003      |
|    loss                    | 18          |
|    n_updates               | 190         |
|    policy_gradient_loss    | 0.000792    |
|    std                     | 0.664       |
|    value_loss              | 27.5        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.167       |
|    window_route_completion | 0.566       |
|    window_success          | 0           |
| paper/                     |             |
