Using cuda device
/root/autodl-tmp/projects/sb3/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Logging to outputs/stage1000_true_proposed_s10s11_independent_nenv32/runs/proposed_ppo_s11/tensorboard/proposed_ppo_s11_1
-----------------------------------------
| curriculum/                |          |
|    jerk                    | 0.605        |
|    lane_deviation          | 0.242        |
|    max_lane_deviation      | 0.757        |
|    mean_speed_kmh          | 0.893        |
|    min_ttc                 | nan          |
|    out_of_road             | 0            |
|    route_completion        | 0.133        |
|    shaped_reward           | -114         |
|    steering_variation      | 0.768        |
|    success                 | 0            |
|    ttc_risk                | 0            |
| rollout/                   |              |
|    ep_len_mean             | 592          |
|    ep_rew_mean             | -122         |
|    success_rate            | 0            |
| time/                      |              |
|    fps                     | 924          |
|    iterations              | 3            |
|    time_elapsed            | 106          |
|    total_timesteps         | 98304        |
| train/                     |              |
|    approx_kl               | 0.0061650733 |
|    clip_fraction           | 0.06         |
|    clip_range              | 0.2          |
|    entropy_loss            | -2.78        |
|    explained_variance      | -0.0654      |
|    learning_rate           | 0.0003       |
|    loss                    | 0.341        |
|    n_updates               | 20           |
|    policy_gradient_loss    | -0.00331     |
|    std                     | 0.97         |
|    value_loss              | 1.93         |
---------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.173       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.729       |
|    base_reward             | 13.3        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.606       |
|    lane_deviation          | 0.173       |
|    max_lane_deviation      | 0.322       |
|    mean_speed_kmh          | 1.14        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.17        |
|    shaped_reward           | -85.7       |
|    steering_variation      | 0.815       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 591         |
|    ep_rew_mean             | -131        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 840         |
|    iterations              | 4           |
|    time_elapsed            | 155         |
|    total_timesteps         | 131072      |
| train/                     |             |
|    approx_kl               | 0.004923364 |
|    clip_fraction           | 0.0393      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.77       |
|    explained_variance      | 0.202       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.11        |
|    n_updates               | 30          |
|    policy_gradient_loss    | -0.00163    |
|    std                     | 0.966       |
|    value_loss              | 16          |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.201       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.754       |
|    base_reward             | -1.88       |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 447         |
|    jerk                    | 0.575       |
|    lane_deviation          | 0.311       |
|    max_lane_deviation      | 1.02        |
|    mean_speed_kmh          | 1.37        |
|    min_ttc                 | nan         |
|    out_of_road             | 1           |
|    route_completion        | 0.21        |
|    shaped_reward           | -229        |
|    steering_variation      | 0.79        |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 597         |
|    ep_rew_mean             | -180        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 827         |
|    iterations              | 5           |
|    time_elapsed            | 197         |
|    total_timesteps         | 163840      |
| train/                     |             |
|    approx_kl               | 0.005475535 |
|    clip_fraction           | 0.0359      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.76       |
|    explained_variance      | 0.661       |
|    learning_rate           | 0.0003      |
|    loss                    | 0.979       |
|    n_updates               | 40          |
|    policy_gradient_loss    | -0.00125    |
|    std                     | 0.954       |
|    value_loss              | 7.46        |
--------------------------------------------
---------------------------------------------
| curriculum/                |              |
|    stage                   | 0            |
|    window_cost             | 0.0333       |
|    window_route_completion | 0.184        |
|    window_success          | 0            |
| paper/                     |              |
|    accel_variation         | 0.744        |
|    base_reward             | 14.6         |
|    collision               | 0            |
|    crash_object            | 0            |
|    crash_vehicle           | 0            |
|    episode_cost            | 0            |
|    episode_length          | 600          |
|    jerk                    | 0.614        |
|    lane_deviation          | 0.314        |
|    max_lane_deviation      | 0.895        |
|    mean_speed_kmh          | 1.37         |
|    min_ttc                 | nan          |
|    out_of_road             | 0            |
|    route_completion        | 0.215        |
|    shaped_reward           | -118         |
|    steering_variation      | 0.79         |
|    success                 | 0            |
|    ttc_risk                | 0            |
| rollout/                   |              |
|    ep_len_mean             | 596          |
|    ep_rew_mean             | -199         |
|    success_rate            | 0            |
| time/                      |              |
|    fps                     | 837          |
|    iterations              | 6            |
|    time_elapsed            | 234          |
|    total_timesteps         | 196608       |
| train/                     |              |
|    approx_kl               | 0.0034621735 |
|    clip_fraction           | 0.0255       |
|    clip_range              | 0.2          |
|    entropy_loss            | -2.74        |
|    explained_variance      | 0.809        |
|    learning_rate           | 0.0003       |
|    loss                    | 25.1         |
|    n_updates               | 50           |
|    policy_gradient_loss    | -0.000521    |
|    std                     | 0.953        |
|    value_loss              | 16           |
---------------------------------------------
---------------------------------------------
| curriculum/                |              |
|    stage                   | 0            |
|    window_cost             | 0.133        |
|    window_route_completion | 0.195        |
|    window_success          | 0            |
| paper/                     |              |
|    accel_variation         | 0.746        |
|    base_reward             | -1.29        |
|    collision               | 0            |
|    crash_object            | 0            |
|    crash_vehicle           | 0            |
|    episode_cost            | 1            |
|    episode_length          | 543          |
|    jerk                    | 0.657        |
|    lane_deviation          | 0.456        |
|    max_lane_deviation      | 1.03         |
|    mean_speed_kmh          | 1.32         |
|    min_ttc                 | nan          |
|    out_of_road             | 1            |
|    route_completion        | 0.211        |
|    shaped_reward           | -286         |
|    steering_variation      | 0.778        |
|    success                 | 0            |
|    ttc_risk                | 0            |
| rollout/                   |              |
|    ep_len_mean             | 593          |
|    ep_rew_mean             | -181         |
|    success_rate            | 0            |
| time/                      |              |
|    fps                     | 824          |
|    iterations              | 7            |
|    time_elapsed            | 278          |
|    total_timesteps         | 229376       |
| train/                     |              |
|    approx_kl               | 0.0037994846 |
|    clip_fraction           | 0.0263       |
|    clip_range              | 0.2          |
|    entropy_loss            | -2.73        |
|    explained_variance      | 0.894        |
|    learning_rate           | 0.0003       |
|    loss                    | 4.75         |
|    n_updates               | 60           |
|    policy_gradient_loss    | -0.000711    |
|    std                     | 0.945        |
|    value_loss              | 14.8         |
---------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.19        |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.74        |
|    base_reward             | 10.9        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.575       |
|    lane_deviation          | 0.395       |
|    max_lane_deviation      | 0.921       |
|    mean_speed_kmh          | 1.28        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.194       |
|    shaped_reward           | -138        |
|    steering_variation      | 0.833       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 588         |
|    ep_rew_mean             | -149        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 822         |
|    iterations              | 8           |
|    time_elapsed            | 318         |
|    total_timesteps         | 262144      |
| train/                     |             |
|    approx_kl               | 0.004110271 |
|    clip_fraction           | 0.0369      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.73       |
|    explained_variance      | 0.935       |
|    learning_rate           | 0.0003      |
|    loss                    | 4.3         |
|    n_updates               | 70          |
|    policy_gradient_loss    | -0.00205    |
|    std                     | 0.947       |
|    value_loss              | 13.9        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.236       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.7         |
|    base_reward             | 11.7        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.549       |
|    lane_deviation          | 0.562       |
|    max_lane_deviation      | 2           |
|    mean_speed_kmh          | 1.75        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.304       |
|    shaped_reward           | -233        |
|    steering_variation      | 0.785       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 591         |
|    ep_rew_mean             | -163        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 825         |
|    iterations              | 9           |
|    time_elapsed            | 357         |
|    total_timesteps         | 294912      |
| train/                     |             |
|    approx_kl               | 0.006782801 |
|    clip_fraction           | 0.0785      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.7        |
|    explained_variance      | 0.914       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.01        |
|    n_updates               | 80          |
|    policy_gradient_loss    | -0.00262    |
|    std                     | 0.932       |
|    value_loss              | 6.7         |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.229       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.761       |
|    base_reward             | 12.4        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.579       |
|    lane_deviation          | 0.399       |
|    max_lane_deviation      | 1           |
|    mean_speed_kmh          | 1.42        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.203       |
|    shaped_reward           | -133        |
|    steering_variation      | 0.759       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 600         |
|    ep_rew_mean             | -158        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 829         |
|    iterations              | 10          |
|    time_elapsed            | 394         |
|    total_timesteps         | 327680      |
| train/                     |             |
|    approx_kl               | 0.005954203 |
|    clip_fraction           | 0.0757      |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.7        |
|    explained_variance      | 0.949       |
|    learning_rate           | 0.0003      |
|    loss                    | 9.14        |
|    n_updates               | 90          |
|    policy_gradient_loss    | -0.00358    |
|    std                     | 0.93        |
|    value_loss              | 15.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.254       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.729       |
|    base_reward             | 17.9        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.567       |
|    lane_deviation          | 0.216       |
|    max_lane_deviation      | 0.482       |
|    mean_speed_kmh          | 1.52        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.217       |
|    shaped_reward           | -81.1       |
|    steering_variation      | 0.783       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 600         |
|    ep_rew_mean             | -117        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 831         |
|    iterations              | 11          |
|    time_elapsed            | 433         |
|    total_timesteps         | 360448      |
| train/                     |             |
|    approx_kl               | 0.013002472 |
|    clip_fraction           | 0.154       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.65       |
|    explained_variance      | 0.97        |
|    learning_rate           | 0.0003      |
|    loss                    | 2.14        |
|    n_updates               | 100         |
|    policy_gradient_loss    | -0.00938    |
|    std                     | 0.906       |
|    value_loss              | 4.69        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.334       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.624       |
|    base_reward             | 23.4        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.524       |
|    lane_deviation          | 0.359       |
|    max_lane_deviation      | 0.907       |
|    mean_speed_kmh          | 2.17        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.352       |
|    shaped_reward           | -87.6       |
|    steering_variation      | 0.81        |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 600         |
|    ep_rew_mean             | -89.3       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 829         |
|    iterations              | 12          |
|    time_elapsed            | 474         |
|    total_timesteps         | 393216      |
| train/                     |             |
|    approx_kl               | 0.017411035 |
|    clip_fraction           | 0.211       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.59       |
|    explained_variance      | 0.956       |
|    learning_rate           | 0.0003      |
|    loss                    | 2.08        |
|    n_updates               | 110         |
|    policy_gradient_loss    | -0.00817    |
|    std                     | 0.876       |
|    value_loss              | 3.53        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.449       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.608       |
|    base_reward             | 40.8        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.467       |
|    lane_deviation          | 0.163       |
|    max_lane_deviation      | 0.59        |
|    mean_speed_kmh          | 2.99        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.471       |
|    shaped_reward           | -21.4       |
|    steering_variation      | 0.75        |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 597         |
|    ep_rew_mean             | -53.6       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 828         |
|    iterations              | 13          |
|    time_elapsed            | 514         |
|    total_timesteps         | 425984      |
| train/                     |             |
|    approx_kl               | 0.016925573 |
|    clip_fraction           | 0.235       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.5        |
|    explained_variance      | 0.829       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.41        |
|    n_updates               | 120         |
|    policy_gradient_loss    | -0.00989    |
|    std                     | 0.84        |
|    value_loss              | 3.73        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 0           |
|    window_cost             | 0           |
|    window_route_completion | 0.543       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.516       |
|    base_reward             | 54.9        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 600         |
|    jerk                    | 0.452       |
|    lane_deviation          | 0.161       |
|    max_lane_deviation      | 0.512       |
|    mean_speed_kmh          | 3.86        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.529       |
|    shaped_reward           | -2.51       |
|    steering_variation      | 0.723       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 600         |
|    ep_rew_mean             | -31.4       |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 827         |
|    iterations              | 14          |
|    time_elapsed            | 554         |
|    total_timesteps         | 458752      |
| train/                     |             |
|    approx_kl               | 0.018030087 |
|    clip_fraction           | 0.235       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.41       |
|    explained_variance      | 0.729       |
|    learning_rate           | 0.0003      |
|    loss                    | 2           |
|    n_updates               | 130         |
|    policy_gradient_loss    | -0.0115     |
|    std                     | 0.8         |
|    value_loss              | 4.29        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 1           |
|    window_cost             | 0           |
|    window_route_completion | 0.656       |
|    window_success          | 0.0333      |
| paper/                     |             |
|    accel_variation         | 0.504       |
|    base_reward             | 9.94        |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 280         |
|    jerk                    | 0.384       |
|    lane_deviation          | 0.382       |
|    max_lane_deviation      | 1.03        |
|    mean_speed_kmh          | 4.12        |
|    min_ttc                 | nan         |
|    out_of_road             | 1           |
|    route_completion        | 0.0777      |
|    shaped_reward           | -178        |
|    steering_variation      | 0.663       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 611         |
|    ep_rew_mean             | 0.201       |
|    success_rate            | 0.16        |
| time/                      |             |
|    fps                     | 815         |
|    iterations              | 15          |
|    time_elapsed            | 602         |
|    total_timesteps         | 491520      |
| train/                     |             |
|    approx_kl               | 0.021280982 |
|    clip_fraction           | 0.253       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.28       |
|    explained_variance      | 0.47        |
|    learning_rate           | 0.0003      |
|    loss                    | 0.919       |
|    n_updates               | 140         |
|    policy_gradient_loss    | -0.0174     |
|    std                     | 0.753       |
|    value_loss              | 1.88        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0333      |
|    window_route_completion | 0.916       |
|    window_success          | 0.833       |
| paper/                     |             |
|    accel_variation         | 0.45        |
|    base_reward             | 136         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.385       |
|    lane_deviation          | 0.324       |
|    max_lane_deviation      | 1           |
|    mean_speed_kmh          | 6.84        |
|    min_ttc                 | nan         |
|    out_of_road             | 0           |
|    route_completion        | 0.457       |
|    shaped_reward           | -21.3       |
|    steering_variation      | 0.687       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 699         |
|    ep_rew_mean             | 18.2        |
|    success_rate            | 0.29        |
| time/                      |             |
|    fps                     | 783         |
|    iterations              | 16          |
|    time_elapsed            | 669         |
|    total_timesteps         | 524288      |
| train/                     |             |
|    approx_kl               | 0.016290907 |
|    clip_fraction           | 0.206       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.23       |
|    explained_variance      | 0.119       |
|    learning_rate           | 0.0003      |
|    loss                    | 15.1        |
|    n_updates               | 150         |
|    policy_gradient_loss    | -0.00614    |
|    std                     | 0.73        |
|    value_loss              | 21.2        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0           |
|    window_route_completion | 0.481       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.422       |
|    base_reward             | 169         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.368       |
|    lane_deviation          | 0.31        |
|    max_lane_deviation      | 0.995       |
|    mean_speed_kmh          | 8.33        |
|    min_ttc                 | 18.9        |
|    out_of_road             | 0           |
|    route_completion        | 0.418       |
|    shaped_reward           | 9.93        |
|    steering_variation      | 0.666       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 831         |
|    ep_rew_mean             | 24.4        |
|    success_rate            | 0.29        |
| time/                      |             |
|    fps                     | 742         |
|    iterations              | 17          |
|    time_elapsed            | 750         |
|    total_timesteps         | 557056      |
| train/                     |             |
|    approx_kl               | 0.014162034 |
|    clip_fraction           | 0.163       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.17       |
|    explained_variance      | 0.405       |
|    learning_rate           | 0.0003      |
|    loss                    | 3.6         |
|    n_updates               | 160         |
|    policy_gradient_loss    | -0.00267    |
|    std                     | 0.706       |
|    value_loss              | 9.94        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.506       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.386       |
|    base_reward             | 294         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 0           |
|    episode_length          | 1000        |
|    jerk                    | 0.336       |
|    lane_deviation          | 0.128       |
|    max_lane_deviation      | 0.553       |
|    mean_speed_kmh          | 11.9        |
|    min_ttc                 | 6.49        |
|    out_of_road             | 0           |
|    route_completion        | 0.628       |
|    shaped_reward           | 136         |
|    steering_variation      | 0.638       |
|    success                 | 0           |
|    ttc_risk                | 0           |
| rollout/                   |             |
|    ep_len_mean             | 943         |
|    ep_rew_mean             | 26.7        |
|    success_rate            | 0.14        |
| time/                      |             |
|    fps                     | 708         |
|    iterations              | 18          |
|    time_elapsed            | 832         |
|    total_timesteps         | 589824      |
| train/                     |             |
|    approx_kl               | 0.021913424 |
|    clip_fraction           | 0.243       |
|    clip_range              | 0.2         |
|    entropy_loss            | -2.07       |
|    explained_variance      | 0.322       |
|    learning_rate           | 0.0003      |
|    loss                    | 1.27        |
|    n_updates               | 170         |
|    policy_gradient_loss    | -0.000728   |
|    std                     | 0.678       |
|    value_loss              | 5.13        |
--------------------------------------------
------------------------------------------
| curriculum/                |           |
|    stage                   | 2         |
|    window_cost             | 0.167     |
|    window_route_completion | 0.601     |
|    window_success          | 0         |
| paper/                     |           |
|    accel_variation         | 0.348     |
|    base_reward             | 286       |
|    collision               | 0         |
|    crash_object            | 0         |
|    crash_vehicle           | 0         |
|    episode_cost            | 0         |
|    episode_length          | 1000      |
|    jerk                    | 0.299     |
|    lane_deviation          | 0.209     |
|    max_lane_deviation      | 0.898     |
|    mean_speed_kmh          | 12.9      |
|    min_ttc                 | 1.1       |
|    out_of_road             | 0         |
|    route_completion        | 0.871     |
|    shaped_reward           | -4.6      |
|    steering_variation      | 0.587     |
|    success                 | 0         |
|    ttc_risk                | 0.029     |
| rollout/                   |           |
|    ep_len_mean             | 976       |
|    ep_rew_mean             | 36.5      |
|    success_rate            | 0         |
| time/                      |           |
|    fps                     | 667       |
|    iterations              | 19        |
|    time_elapsed            | 933       |
|    total_timesteps         | 622592    |
| train/                     |           |
|    approx_kl               | 0.0138954 |
|    clip_fraction           | 0.214     |
|    clip_range              | 0.2       |
|    entropy_loss            | -2        |
|    explained_variance      | 0.348     |
|    learning_rate           | 0.0003    |
|    loss                    | 8.94      |
|    n_updates               | 180       |
|    policy_gradient_loss    | 0.00102   |
|    std                     | 0.647     |
|    value_loss              | 12.3      |
------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.0667      |
|    window_route_completion | 0.656       |
|    window_success          | 0           |
| paper/                     |             |
|    accel_variation         | 0.397       |
|    base_reward             | 203         |
|    collision               | 0           |
|    crash_object            | 0           |
|    crash_vehicle           | 0           |
|    episode_cost            | 1           |
|    episode_length          | 777         |
|    jerk                    | 0.335       |
|    lane_deviation          | 0.237       |
|    max_lane_deviation      | 2           |
|    mean_speed_kmh          | 12.8        |
|    min_ttc                 | 5.87        |
|    out_of_road             | 1           |
|    route_completion        | 0.506       |
|    shaped_reward           | -86.2       |
|    steering_variation      | 0.584       |
|    success                 | 0           |
|    ttc_risk                | 2.74e-05    |
| rollout/                   |             |
|    ep_len_mean             | 969         |
|    ep_rew_mean             | 56.1        |
|    success_rate            | 0           |
| time/                      |             |
|    fps                     | 636         |
|    iterations              | 20          |
|    time_elapsed            | 1029        |
|    total_timesteps         | 655360      |
| train/                     |             |
|    approx_kl               | 0.018954996 |
|    clip_fraction           | 0.161       |
|    clip_range              | 0.2         |
|    entropy_loss            | -1.93       |
|    explained_variance      | 0.382       |
|    learning_rate           | 0.0003      |
|    loss                    | 11.8        |
|    n_updates               | 190         |
|    policy_gradient_loss    | 0.000824    |
|    std                     | 0.631       |
|    value_loss              | 26.4        |
--------------------------------------------
--------------------------------------------
| curriculum/                |             |
|    stage                   | 2           |
|    window_cost             | 0.133       |
|    window_route_completion | 0.671       |
|    window_success          | 0.0333      |
| paper/                     |             |
